Archivo,Peso (KB),Algoritmo,Energia Encrypt (J),Energia Encrypt (J/byte),Energia Decrypt (J),Energia Decrypt (J/byte)
text_064.txt,21.00,ChaCha20,0.0002,0.00000001,0.0001,0.00000000
text_064.txt,21.00,Camellia,0.0004,0.00000002,0.0005,0.00000002
text_065.txt,21.32,AES,0.0001,0.00000000,0.0000,0.00000000
text_065.txt,21.32,3DES,0.0048,0.00000022,0.0218,0.00000100
text_065.txt,21.32,ChaCha20,0.0000,0.00000000,0.0000,0.00000000
text_065.txt,21.32,Camellia,0.0007,0.00000003,0.0002,0.00000001
text_066.txt,21.65,AES,0.0005,0.00000002,0.0000,0.00000000
text_066.txt,21.65,3DES,0.0080,0.00000036,0.0025,0.00000011
text_066.txt,21.65,ChaCha20,0.0002,0.00000001,0.0001,0.00000000
text_066.txt,21.65,Camellia,0.0003,0.00000001,0.0002,0.00000001
text_067.txt,21.98,AES,0.0001,0.00000001,0.0008,0.00000003
text_067.txt,21.98,3DES,0.0065,0.00000029,0.0188,0.00000084
text_067.txt,21.98,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_067.txt,21.98,Camellia,0.0017,0.00000007,0.0001,0.00000000
text_068.txt,22.31,AES,0.0001,0.00000000,0.0000,0.00000000
text_068.txt,22.31,3DES,0.0078,0.00000034,0.0010,0.00000004
text_068.txt,22.31,ChaCha20,0.0002,0.00000001,0.0002,0.00000001
text_068.txt,22.31,Camellia,0.0005,0.00000002,0.0003,0.00000001
text_069.txt,22.64,AES,0.0004,0.00000002,0.0006,0.00000003
text_069.txt,22.64,3DES,0.0196,0.00000085,0.0136,0.00000059
text_069.txt,22.64,ChaCha20,0.0000,0.00000000,0.0000,0.00000000
text_069.txt,22.64,Camellia,0.0006,0.00000003,0.0005,0.00000002
text_070.txt,22.96,AES,0.0006,0.00000003,0.0000,0.00000000
text_070.txt,22.96,3DES,0.0105,0.00000045,0.0062,0.00000026
text_070.txt,22.96,ChaCha20,0.0002,0.00000001,0.0001,0.00000000
text_070.txt,22.96,Camellia,0.0005,0.00000002,0.0001,0.00000001
text_071.txt,23.29,AES,0.0005,0.00000002,0.0005,0.00000002
text_071.txt,23.29,3DES,0.0053,0.00000022,0.0149,0.00000062
text_071.txt,23.29,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_071.txt,23.29,Camellia,0.0009,0.00000004,0.0003,0.00000001
text_072.txt,23.62,AES,0.0002,0.00000001,0.0000,0.00000000
text_072.txt,23.62,3DES,0.0033,0.00000013,0.0018,0.00000008
text_072.txt,23.62,ChaCha20,0.0001,0.00000001,0.0003,0.00000001
text_072.txt,23.62,Camellia,0.0005,0.00000002,0.0002,0.00000001
text_073.txt,23.95,AES,0.0003,0.00000001,0.0000,0.00000000
text_073.txt,23.95,3DES,0.0037,0.00000015,0.0052,0.00000021
text_073.txt,23.95,ChaCha20,0.0001,0.00000001,0.0001,0.00000000
text_073.txt,23.95,Camellia,0.0008,0.00000003,0.0003,0.00000001
text_074.txt,24.28,AES,0.0001,0.00000000,0.0001,0.00000000
text_074.txt,24.28,3DES,0.0040,0.00000016,0.0014,0.00000006
text_074.txt,24.28,ChaCha20,0.0003,0.00000001,0.0001,0.00000001
text_074.txt,24.28,Camellia,0.0027,0.00000011,0.0003,0.00000001
text_075.txt,24.61,AES,0.0003,0.00000001,0.0003,0.00000001
text_075.txt,24.61,3DES,0.0044,0.00000018,0.0090,0.00000036
text_075.txt,24.61,ChaCha20,0.0001,0.00000000,0.0000,0.00000000
text_075.txt,24.61,Camellia,0.0002,0.00000001,0.0006,0.00000002
text_076.txt,24.93,AES,0.0004,0.00000002,0.0002,0.00000001
text_076.txt,24.93,3DES,0.0026,0.00000010,0.0000,0.00000000
text_076.txt,24.93,ChaCha20,0.0001,0.00000001,0.0006,0.00000002
text_076.txt,24.93,Camellia,0.0009,0.00000003,0.0003,0.00000001
text_077.txt,25.26,AES,0.0001,0.00000001,0.0001,0.00000000
text_077.txt,25.26,3DES,0.0080,0.00000031,0.0048,0.00000019
text_077.txt,25.26,ChaCha20,0.0001,0.00000001,0.0002,0.00000001
text_077.txt,25.26,Camellia,0.0000,0.00000000,0.0007,0.00000003
text_078.txt,25.59,AES,0.0001,0.00000000,0.0004,0.00000002
text_078.txt,25.59,3DES,0.0032,0.00000012,0.0011,0.00000004
text_078.txt,25.59,ChaCha20,0.0001,0.00000000,0.0001,0.00000000
text_078.txt,25.59,Camellia,0.0027,0.00000010,0.0000,0.00000000
text_079.txt,25.92,AES,0.0000,0.00000000,0.0000,0.00000000
text_079.txt,25.92,3DES,0.0142,0.00000053,0.0055,0.00000021
text_079.txt,25.92,ChaCha20,0.0001,0.00000000,0.0000,0.00000000
text_079.txt,25.92,Camellia,0.0002,0.00000001,0.0022,0.00000008
text_080.txt,26.25,AES,0.0004,0.00000002,0.0001,0.00000000
text_080.txt,26.25,3DES,0.0012,0.00000005,0.0011,0.00000004
text_080.txt,26.25,ChaCha20,0.0000,0.00000000,0.0000,0.00000000
text_080.txt,26.25,Camellia,0.0025,0.00000009,0.0003,0.00000001
text_081.txt,26.57,AES,0.0001,0.00000000,0.0000,0.00000000
text_081.txt,26.57,3DES,0.0064,0.00000023,0.0191,0.00000070
text_081.txt,26.57,ChaCha20,0.0005,0.00000002,0.0001,0.00000000
text_081.txt,26.57,Camellia,0.0002,0.00000001,0.0008,0.00000003
text_082.txt,26.90,AES,0.0002,0.00000001,0.0009,0.00000003
text_082.txt,26.90,3DES,0.0065,0.00000024,0.0000,0.00000000
text_082.txt,26.90,ChaCha20,0.0001,0.00000000,0.0002,0.00000001
text_082.txt,26.90,Camellia,0.0004,0.00000002,0.0007,0.00000003
text_083.txt,27.23,AES,0.0002,0.00000001,0.0001,0.00000001
text_083.txt,27.23,3DES,0.0180,0.00000065,0.0069,0.00000025
text_083.txt,27.23,ChaCha20,0.0002,0.00000001,0.0002,0.00000001
text_083.txt,27.23,Camellia,0.0002,0.00000001,0.0011,0.00000004
text_084.txt,27.56,AES,0.0001,0.00000000,0.0003,0.00000001
text_084.txt,27.56,3DES,0.0105,0.00000037,0.0010,0.00000004
text_084.txt,27.56,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_084.txt,27.56,Camellia,0.0027,0.00000010,0.0019,0.00000007
text_085.txt,27.89,AES,0.0001,0.00000000,0.0000,0.00000000
text_085.txt,27.89,3DES,0.0153,0.00000053,0.0130,0.00000046
text_085.txt,27.89,ChaCha20,0.0003,0.00000001,0.0001,0.00000000
text_085.txt,27.89,Camellia,0.0017,0.00000006,0.0010,0.00000003
text_086.txt,28.21,AES,0.0000,0.00000000,0.0002,0.00000001
text_086.txt,28.21,3DES,0.0164,0.00000057,0.0037,0.00000013
text_086.txt,28.21,ChaCha20,0.0001,0.00000000,0.0000,0.00000000
text_086.txt,28.21,Camellia,0.0012,0.00000004,0.0019,0.00000007
text_087.txt,28.54,AES,0.0001,0.00000000,0.0000,0.00000000
text_087.txt,28.54,3DES,0.0238,0.00000081,0.0103,0.00000035
text_087.txt,28.54,ChaCha20,0.0001,0.00000000,0.0001,0.00000000
text_087.txt,28.54,Camellia,0.0012,0.00000004,0.0010,0.00000003
text_088.txt,28.87,AES,0.0000,0.00000000,0.0001,0.00000000
text_088.txt,28.87,3DES,0.0238,0.00000080,0.0063,0.00000021
text_088.txt,28.87,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_088.txt,28.87,Camellia,0.0011,0.00000004,0.0008,0.00000003
text_089.txt,29.20,AES,0.0002,0.00000001,0.0000,0.00000000
text_089.txt,29.20,3DES,0.0297,0.00000099,0.0074,0.00000025
text_089.txt,29.20,ChaCha20,0.0001,0.00000000,0.0003,0.00000001
text_089.txt,29.20,Camellia,0.0010,0.00000003,0.0002,0.00000001
text_090.txt,29.53,AES,0.0001,0.00000000,0.0002,0.00000001
text_090.txt,29.53,3DES,0.0094,0.00000031,0.0110,0.00000036
text_090.txt,29.53,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_090.txt,29.53,Camellia,0.0005,0.00000002,0.0012,0.00000004
text_091.txt,29.86,AES,0.0001,0.00000000,0.0002,0.00000001
text_091.txt,29.86,3DES,0.0182,0.00000059,0.0012,0.00000004
text_091.txt,29.86,ChaCha20,0.0001,0.00000000,0.0001,0.00000000
text_091.txt,29.86,Camellia,0.0000,0.00000000,0.0008,0.00000003
text_092.txt,30.18,AES,0.0001,0.00000000,0.0001,0.00000000
text_092.txt,30.18,3DES,0.0066,0.00000021,0.0040,0.00000013
text_092.txt,30.18,ChaCha20,0.0000,0.00000000,0.0001,0.00000000
text_092.txt,30.18,Camellia,0.0012,0.00000004,0.0042,0.00000014
text_093.txt,30.51,AES,0.0001,0.00000000,0.0001,0.00000000
text_093.txt,30.51,3DES,0.0398,0.00000127,0.0000,0.00000000
text_093.txt,30.51,ChaCha20,0.0001,0.00000000,0.0001,0.00000000
text_093.txt,30.51,Camellia,0.0012,0.00000004,0.0013,0.00000004
text_094.txt,30.84,AES,0.0002,0.00000001,0.0001,0.00000000
text_094.txt,30.84,3DES,0.0136,0.00000043,0.0096,0.00000031
text_094.txt,30.84,ChaCha20,0.0000,0.00000000,0.0000,0.00000000
text_094.txt,30.84,Camellia,0.0000,0.00000000,0.0007,0.00000002
text_095.txt,31.17,AES,0.0002,0.00000001,0.0001,0.00000000
text_095.txt,31.17,3DES,0.0245,0.00000077,0.0085,0.00000027
text_095.txt,31.17,ChaCha20,0.0002,0.00000001,0.0002,0.00000001
text_095.txt,31.17,Camellia,0.0012,0.00000004,0.0022,0.00000007
text_096.txt,31.50,AES,0.0000,0.00000000,0.0005,0.00000001
text_096.txt,31.50,3DES,0.0071,0.00000022,0.0066,0.00000021
text_096.txt,31.50,ChaCha20,0.0001,0.00000000,0.0000,0.00000000
text_096.txt,31.50,Camellia,0.0007,0.00000002,0.0004,0.00000001
text_097.txt,31.82,AES,0.0002,0.00000001,0.0000,0.00000000
text_097.txt,31.82,3DES,0.0346,0.00000106,0.0080,0.00000025
text_097.txt,31.82,ChaCha20,0.0002,0.00000000,0.0000,0.00000000
text_097.txt,31.82,Camellia,0.0042,0.00000013,0.0003,0.00000001
text_098.txt,32.15,AES,0.0003,0.00000001,0.0001,0.00000000
text_098.txt,32.15,3DES,0.0038,0.00000012,0.0038,0.00000012
text_098.txt,32.15,ChaCha20,0.0001,0.00000000,0.0002,0.00000001
text_098.txt,32.15,Camellia,0.0011,0.00000003,0.0004,0.00000001
text_099.txt,32.48,AES,0.0004,0.00000001,0.0002,0.00000001
text_099.txt,32.48,3DES,0.0477,0.00000143,0.0015,0.00000004
text_099.txt,32.48,ChaCha20,0.0001,0.00000000,0.0001,0.00000000
text_099.txt,32.48,Camellia,0.0005,0.00000001,0.0018,0.00000005
text_100.txt,32.81,AES,0.0000,0.00000000,0.0000,0.00000000
text_100.txt,32.81,3DES,0.0061,0.00000018,0.0140,0.00000042
text_100.txt,32.81,ChaCha20,0.0001,0.00000000,0.0002,0.00000001
text_100.txt,32.81,Camellia,0.0017,0.00000005,0.0008,0.00000003
